Trait tested,ID,Tau,Study Title,Citation,CENT_LAT,CENT_LONG,ABUNDANCE_TYPE,BIOMASS_TYPE
Plants: Maximum Height,495,0.02658174076096333,ITEX Dataset 17 - Dovre (Kuntshoe) and Faroe (Sornfelli),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",62.183333,1.334931,NA,Cover
Plants: Maximum Height,307,0.03496741001988604,Kellogg LTER seed bank,"“The Main Cropping System Experiment (MCSE)”. KBS LTER, Kellogg Biological Station. Available at: http://lter.kbs.msu.edu/research/long-term-experiments/main-cropping-system-experiment/, accessed 2016.",42.40885,-85.38318,Count,NA
Plants: Maximum Height,483,0.04699680384646105,ITEX Dataset 5 - Teberda (Malaya Alpine-Snowbed and Geranium Hedysarum Meadow),"Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",43.27,41.41,NA,Cover
Plants: Maximum Height,483,0.04699680384646105,ITEX Dataset 5 - Teberda (Malaya Alpine-Snowbed and Geranium Hedysarum Meadow),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",43.27,41.41,NA,Cover
Plants: Maximum Height,483,0.04699680384646105,ITEX Dataset 5 - Teberda (Malaya Alpine-Snowbed and Geranium Hedysarum Meadow),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",43.27,41.41,NA,Cover
Plants: Maximum Height,483,0.04699680384646105,ITEX Dataset 5 - Teberda (Malaya Alpine-Snowbed and Geranium Hedysarum Meadow),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",43.27,41.41,NA,Cover
Plants: Maximum Height,512,0.04860338356863226,The Hundt 2001 data - Rudolf Hundt,"Hundt, R. (2001) Ökologisch-geobotanische Untersuchungen an den mitteldeutschen Wiesengesellschaften unter besonderer Berücksichtigung ihres Wasserhaushaltes und ihrer Veränderung durch die Intensivbewirtschaftung im Rahmen der Großflächenproduktion. Biosphärenreservat Rhön, Thüringen. Monografie, 3, 366.",51.31445,11.75782,NA,Cover
Plants: Maximum Height,512,0.04860338356863226,The Hundt 2001 data - Rudolf Hundt,"Jandt, U. & Bruelheide, H. (2012) German vegetation reference database (GVRD). Biodiversity & Ecology, 4, 355-355.",51.31445,11.75782,NA,Cover
Plants: Maximum Height,60,0.06076496849524846,Forest Census Plot on Barro Colorado Island,"Condit, R., Lao, S., Pérez, R., Dolins, S.B., Foster, R. & Hubbell, S. (2012) Dataset: Barro Colorado Forest Census Plot Data (Version 2012).",9.1521,-79.8465,Count,NA
Plants: Maximum Height,60,0.06076496849524846,Forest Census Plot on Barro Colorado Island,"Condit, R. (1998) Tropical forest census plots: Methods and results from Barro Colorado Island, Panama and a Comparison with other plot. Springer Verlag and RG Landes Company, Berlin,",9.1521,-79.8465,Count,NA
Plants: Maximum Height,60,0.06076496849524846,Forest Census Plot on Barro Colorado Island,"Condit, R., Ashton, P., Bunyavejchewin, S., Dattaraja, H., Davies, S., Esufali, S., Ewango, C., Foster, R., Gunatilleke, I. & Gunatilleke, C. (2006) The importance of demographic niches to tree diversity. Science, 313, 98-101.",9.1521,-79.8465,Count,NA
Plants: Maximum Height,60,0.06076496849524846,Forest Census Plot on Barro Colorado Island,"Condit, R., Chisholm, R.A. & Hubbell, S.P. (2012) Thirty years of forest census at Barro Colorado and the importance of immigration in maintaining diversity. PloS one, 7, e49826.",9.1521,-79.8465,Count,NA
Plants: Maximum Height,60,0.06076496849524846,Forest Census Plot on Barro Colorado Island,"Hubbell, S. P., Condit, R. & Foster, R. B. (2005) ""Barro Colorado Forest Census Plot Data "". Available at: https://ctfs.arnarb.harvard.edu/webatlas/datasets/bci, accessed 2012.",9.1521,-79.8465,Count,NA
Plants: Maximum Height,60,0.06076496849524846,Forest Census Plot on Barro Colorado Island,"Condit, R., Pérez, R., Aguilar, S., Lao, S., Robin, F. & Hubbell, S. (2018) Tree species abundance through time in tropical forest census plots, Panama. DataONE Dash, Dataset, , Available at: https://doi.org/10.15146/R3MM4V",9.1521,-79.8465,Count,NA
Plants: Maximum Height,496,0.06531388587068618,ITEX Dataset 18 - Alpine plots (Sonja Wipf),"Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",46.431624,8.672891,NA,Cover
Plants: Maximum Height,496,0.06531388587068618,ITEX Dataset 18 - Alpine plots (Sonja Wipf),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",46.431624,8.672891,NA,Cover
Plants: Maximum Height,496,0.06531388587068618,ITEX Dataset 18 - Alpine plots (Sonja Wipf),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",46.431624,8.672891,NA,Cover
Plants: Maximum Height,496,0.06531388587068618,ITEX Dataset 18 - Alpine plots (Sonja Wipf),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",46.431624,8.672891,NA,Cover
Plants: Maximum Height,298,0.09205101496312952,Long-term mapped quadrats from Kansas prairie demographic information for herbaceaous plants,"Adler, P.B., Tyburczy, W.R. & Lauenroth, W.K. (2007) Long-term mapped quadrats from Kansas prairie: demographic information for herbaceaous plants. Ecology, 88, 2673-2673.",38.8,-99.3,NA,Cover
Plants: Maximum Height,487,0.10540925533894598,"ITEX Dataset 9 - Alexfiord (Levdolomite, Levgranite) and Sverdrup","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",78.95357,-77.1412,NA,Cover
Plants: Maximum Height,487,0.10540925533894598,"ITEX Dataset 9 - Alexfiord (Levdolomite, Levgranite) and Sverdrup","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",78.95357,-77.1412,NA,Cover
Plants: Maximum Height,487,0.10540925533894598,"ITEX Dataset 9 - Alexfiord (Levdolomite, Levgranite) and Sverdrup","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",78.95357,-77.1412,NA,Cover
Plants: Maximum Height,487,0.10540925533894598,"ITEX Dataset 9 - Alexfiord (Levdolomite, Levgranite) and Sverdrup","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",78.95357,-77.1412,NA,Cover
Plants: Maximum Height,255,0.1068733428966804,Multi-decade. spatially explicit population studies of canopy dynamics in Michigan old-growth forests,"Woods, K. D. (2009) Multi-decade, spatially explicit population studies of canopy dynamics in Michigan old-growth forests. Ecology, 90, 3587.",46.3667,-87.1333,Count,NA
Plants: Maximum Height,465,0.11009637651263604,Plants from the Bavarian Forest,"Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170.",49.580698,13.309649,Count,NA
Plants: Maximum Height,465,0.11009637651263604,Plants from the Bavarian Forest,"Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757.",49.580698,13.309649,Count,NA
Plants: Maximum Height,465,0.11009637651263604,Plants from the Bavarian Forest,"Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148.",49.580698,13.309649,Count,NA
Plants: Maximum Height,214,0.1465800865800866,Long-term growth mortality and regeneration of trees in permanent vegetation plots in the Pacific Northwest 1910 to present,"Harmon, M. & Franklin, J. (2012) “Long-term growth, mortality and regeneration of trees in permanent vegetation plots in the Pacific Northwest, 1910 to present.” Long-Term Ecological Research. Forest Science Data Bank, Corvallis. Available at: http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=TV010, accessed 2012.",45.34296,-122.799,Count,NA
Plants: Maximum Height,393,0.15794943794779692,Velka Ples,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016.",49.989616,13.803386,Count,Weight
Plants: Maximum Height,489,0.17179688600346,ITEX Dataset 11 - Finse (Ridge),"Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",60.37,7.32,NA,Cover
Plants: Maximum Height,489,0.17179688600346,ITEX Dataset 11 - Finse (Ridge),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",60.37,7.32,NA,Cover
Plants: Maximum Height,489,0.17179688600346,ITEX Dataset 11 - Finse (Ridge),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",60.37,7.32,NA,Cover
Plants: Maximum Height,489,0.17179688600346,ITEX Dataset 11 - Finse (Ridge),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",60.37,7.32,NA,Cover
Plants: Maximum Height,485,0.24506880193547753,"ITEX Dataset 7 - Akureyri (GA66, MD72, SB63, SY59), Blonduos (SD33, SD34), Dalsmynni (AG4, KD24, KD25), Hjardarland (LH92, SH90), Holtavorduheidi (AH37, AH38, VH49), Modruvellir (LH69, MV51, MV52), Oxnadalsheidi (SA16, SA17, SA19) and Thykkvibaer (HH100, RT81, VE82)","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",64.853559,-19.675504,NA,Cover
Plants: Maximum Height,485,0.24506880193547753,"ITEX Dataset 7 - Akureyri (GA66, MD72, SB63, SY59), Blonduos (SD33, SD34), Dalsmynni (AG4, KD24, KD25), Hjardarland (LH92, SH90), Holtavorduheidi (AH37, AH38, VH49), Modruvellir (LH69, MV51, MV52), Oxnadalsheidi (SA16, SA17, SA19) and Thykkvibaer (HH100, RT81, VE82)","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",64.853559,-19.675504,NA,Cover
Plants: Maximum Height,485,0.24506880193547753,"ITEX Dataset 7 - Akureyri (GA66, MD72, SB63, SY59), Blonduos (SD33, SD34), Dalsmynni (AG4, KD24, KD25), Hjardarland (LH92, SH90), Holtavorduheidi (AH37, AH38, VH49), Modruvellir (LH69, MV51, MV52), Oxnadalsheidi (SA16, SA17, SA19) and Thykkvibaer (HH100, RT81, VE82)","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",64.853559,-19.675504,NA,Cover
Plants: Maximum Height,485,0.24506880193547753,"ITEX Dataset 7 - Akureyri (GA66, MD72, SB63, SY59), Blonduos (SD33, SD34), Dalsmynni (AG4, KD24, KD25), Hjardarland (LH92, SH90), Holtavorduheidi (AH37, AH38, VH49), Modruvellir (LH69, MV51, MV52), Oxnadalsheidi (SA16, SA17, SA19) and Thykkvibaer (HH100, RT81, VE82)","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",64.853559,-19.675504,NA,Cover
Plants: Maximum Height,480,0.2709733813985673,ITEX Dataset 2 - Wolfcreek,"Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",61.56,-135.13,NA,Cover
Plants: Maximum Height,480,0.2709733813985673,ITEX Dataset 2 - Wolfcreek,"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",61.56,-135.13,NA,Cover
Plants: Maximum Height,480,0.2709733813985673,ITEX Dataset 2 - Wolfcreek,"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",61.56,-135.13,NA,Cover
Plants: Maximum Height,480,0.2709733813985673,ITEX Dataset 2 - Wolfcreek,"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",61.56,-135.13,NA,Cover
Plants: Maximum Height,364,0.2964997266644405,Long-term reductions in anthropogenic nutrients link to improvements in Chesapeake Bay habitat,"Ruhl, H. A. & Rybicki, N. B. (2010) Long-term reductions in anthropogenic nutrients link to improvements in Chesapeake Bay habitat. Proceedings of the National Academy of Sciences, 107 (38), 16566–16570. doi:10.1073/pnas.1003590107.",38.901,-77.069,NA,Cover
Plants: Maximum Height,234,0.3090909090909091,Forest Inventory of a Northern Hardwood Forest Watershed 6,"Battles, J.J., Fahey, T. & Cleavitt, N. “Forest Inventory of a Northern Hardwood Forest: Watershed 6 1965, Hubbard Brook Experimental Forest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=29, accessed 2016.",43.953465,-71.739556,Count,Weight
Plants: Maximum Height,234,0.3090909090909091,Forest Inventory of a Northern Hardwood Forest Watershed 6,"Battles, J.J., Fahey, T. & Cleavitt, N. “Forest Inventory of a Northern Hardwood Forest: Watershed 6 1977, Hubbard Brook Experimental Forest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=30, accessed 2016.",43.953465,-71.739556,Count,Weight
Plants: Maximum Height,234,0.3090909090909091,Forest Inventory of a Northern Hardwood Forest Watershed 6,"Battles, J.J., Fahey, T. & Cleavitt, N. “Forest Inventory of a Northern Hardwood Forest: Watershed 6 1987, Hubbard Brook Experimental Forest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=32, accessed 2016.",43.953465,-71.739556,Count,Weight
Plants: Maximum Height,234,0.3090909090909091,Forest Inventory of a Northern Hardwood Forest Watershed 6,"Battles, J.J., Fahey, T. & Cleavitt, N. “Forest Inventory of a Northern Hardwood Forest: Watershed 6 1992, Hubbard Brook Experimental Forest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=33, accessed 2016.",43.953465,-71.739556,Count,Weight
Plants: Maximum Height,234,0.3090909090909091,Forest Inventory of a Northern Hardwood Forest Watershed 6,"Battles, J.J., Fahey, T. & Cleavitt, N. “Forest Inventory of a Northern Hardwood Forest: Watershed 6 1997, Hubbard Brook Experimental Forest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=34, accessed 2016.",43.953465,-71.739556,Count,Weight
Plants: Maximum Height,234,0.3090909090909091,Forest Inventory of a Northern Hardwood Forest Watershed 6,"Battles, J.J., Fahey, T.  & Cleavitt, N. “Forest Inventory of a Northern Hardwood Forest: Watershed 6 1982, Hubbard Brook Experimental Forest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=31, accessed 2016.",43.953465,-71.739556,Count,Weight
Plants: Maximum Height,234,0.3090909090909091,Forest Inventory of a Northern Hardwood Forest Watershed 6,"Battles, J.J., Johnson, C., Hamburg, S., Fahey, T., Driscoll, C. & Likens, G. (2003) “Forest Inventory of a Northern Hardwood Forest: Watershed 6 2002.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=35, accessed 2012.",43.953465,-71.739556,Count,Weight
Plants: Maximum Height,248,0.3468658301698707,Evidence for long-term shift in plant community composition under decadal experimental warming,"Shi, Z., Sherry, R., Xu, X., Hararuk, O., Souza, L., Jiang, L., Xia, J., Liang, J. & Luo, Y. (2015) Evidence for long-term shift in plant community composition under decadal experimental warming. Journal of Ecology, 103, 1131-1140.",43.833333,-102.166667,Count,NA
Plants: Maximum Height,10,0.3523809523809524,Windstorm disturbance without patch dynamics twelve years of change in a Minnesota forest,"Webb, S. L. & Scanga, S. E. (2001) Windstorm Disturbance without Patch Dynamics: Twelve Years of Change in a Minnesota Forest. Ecology, 82, 893 –897.",47.4,-95.12,Count,NA
Plants: Maximum Height,401,0.3662335103823573,Kohoutov,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016.",49.922466,13.77211,Count,NA
Plants: Maximum Height,243,0.37777777777777777,Long-term N-fertilized vegetation plots on Hog Island Virginia Coastal Barrier Islands 1992 to 2014,"Day, F. (2010) “Long-term N-fertilized vegetation plots on Hog Island, Virginia Coastal Barrier Islands, 1992-2014.” Virginia Coast Reserve Long-Term Ecological Research Project. Available at: http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.106, accessed 2013.",37.446634,-75.667464,Count,Cover
Plants: Maximum Height,243,0.37777777777777777,Long-term N-fertilized vegetation plots on Hog Island Virginia Coastal Barrier Islands 1992 to 2014,"Day, F. P., Conn, C., Crawford, E. & Stevenson, M. (2004) Long-term effects of nitrogen fertilization on plant community structure on a coastal barrier island dune chronosequence. Journal of Coastal Research, 20, 722–730.",37.446634,-75.667464,Count,Cover
Plants: Maximum Height,497,0.46598921585033104,"ITEX Dataset 19 - Teberda (Festuca Varia Grassland, Malaya Alpine Lichen-Heath)","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",43.27,41.42,NA,Cover
Plants: Maximum Height,497,0.46598921585033104,"ITEX Dataset 19 - Teberda (Festuca Varia Grassland, Malaya Alpine Lichen-Heath)","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",43.27,41.42,NA,Cover
Plants: Maximum Height,497,0.46598921585033104,"ITEX Dataset 19 - Teberda (Festuca Varia Grassland, Malaya Alpine Lichen-Heath)","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",43.27,41.42,NA,Cover
Plants: Maximum Height,497,0.46598921585033104,"ITEX Dataset 19 - Teberda (Festuca Varia Grassland, Malaya Alpine Lichen-Heath)","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",43.27,41.42,NA,Cover
Plants: Maximum Height,479,0.5843065474681431,"ITEX Dataset 1 - Abisko (Wet, Dry, Peatland), Kanger (Bashful, Dopey, Sneezy) and Kilpisjarvi","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",68.120719,-3.822305,NA,Cover
Plants: Maximum Height,479,0.5843065474681431,"ITEX Dataset 1 - Abisko (Wet, Dry, Peatland), Kanger (Bashful, Dopey, Sneezy) and Kilpisjarvi","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",68.120719,-3.822305,NA,Cover
Plants: Maximum Height,479,0.5843065474681431,"ITEX Dataset 1 - Abisko (Wet, Dry, Peatland), Kanger (Bashful, Dopey, Sneezy) and Kilpisjarvi","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",68.120719,-3.822305,NA,Cover
Plants: Maximum Height,479,0.5843065474681431,"ITEX Dataset 1 - Abisko (Wet, Dry, Peatland), Kanger (Bashful, Dopey, Sneezy) and Kilpisjarvi","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",68.120719,-3.822305,NA,Cover
Plants: Maximum Height,479,0.5843065474681431,"ITEX Dataset 1 - Abisko (Wet, Dry, Peatland), Kanger (Bashful, Dopey, Sneezy) and Kilpisjarvi","Rinnan, R., Stark, S. & Tolvanen, A. (2009) Responses of vegetation and soil microbial communities to warming and simulated herbivory in a subarctic heath. Journal of Ecology, 97, 788–800.",68.120719,-3.822305,NA,Cover
Plants: Maximum Height,479,0.5843065474681431,"ITEX Dataset 1 - Abisko (Wet, Dry, Peatland), Kanger (Bashful, Dopey, Sneezy) and Kilpisjarvi","Ylänne, H., Stark, S. & Tolvanen, A. (2015) Vegetation shift from deciduous to evergreen dwarf shrubs in response to selective herbivory offsets carbon losses: evidence from 19 years of warming and simulated herbivory in the subarctic tundra. Global Change Biology, 21, 3696–3711.",68.120719,-3.822305,NA,Cover
Fish: Maximum Length,428,-0.2626702650068504,Long term monitoring of fish abundances from coastal SKagerrak,"Barceló, C., Ciannelli, L., Olsen, E.M., Johannessen, T. & Knutsen, H. (2016) Eight decades of sampling reveal a contemporary novel fish assemblage in coastal nursery habitats. Global change biology, 22, 1155-1167.",58.95856,9.768152,Count,NA
Fish: Maximum Length,428,-0.2626702650068504,Long term monitoring of fish abundances from coastal SKagerrak,"Olsen, E. M., Carlson, S. M., Gjøsæter, J. & Stenseth, N. C. (2009) Nine decades of decreasing phenotypic variability in Atlantic cod. Ecology Letters, 12, 622–631. doi:10.1111/j.1461-0248.2009.01311.x",58.95856,9.768152,Count,NA
Fish: Maximum Length,428,-0.2626702650068504,Long term monitoring of fish abundances from coastal SKagerrak,"Rogers, L. A., Stige, L. C., Olsen, E. M., Knutsen, H., Chan, K.-S. & Stenseth, N. C. (2011) Climate and population density drive changes in cod body size throughout a century on the Norwegian coast. Proceedings of the National Academy of Sciences, 108(5), 1961–1966.",58.95856,9.768152,Count,NA
Fish: Maximum Length,428,-0.2626702650068504,Long term monitoring of fish abundances from coastal SKagerrak,"Stenseth, N. C., Bjørnstadf, O. N., Falck, W, Fromentin, J. M., Gjøsieter, J. & Gray, J. S. (1999) Dynamics of coastal cod populations: intra-and intercohort density dependence and stochastic processes. Proceedings of the Royal Society of London B: Biological Sciences, 266(1429), 1645–1654.",58.95856,9.768152,Count,NA
