STUDY_ID,CITATION_LINE
534,"E. A. R. Welti, K. A. Roeder, K. M. de Beurs, A. Joern, M. Kaspari, Nutrient dilution and climate cycles underlie declines in a dominant insect herbivore. Proceedings of the National Academy of Sciences 117, 7271-7275 (2020)."
535,"Joern, A. (2016) CGR02 Sweep Sampling of Grasshoppers on Konza Prairie LTER watersheds (1982-present). Environmental Data Initiative. Available at: http://dx.doi.org/10.6073/pasta/7060b2c244229a37e3bfc8c18f14ad02, accessed 2016."
535,"Jonas, J.L. & Joern, A. (2007) Grasshopper (Orthoptera: Acrididae) communities respond to fire, bison grazing and weather in North American tallgrass prairie: a long-term study. Oecologia, 153, 699-711."
535,"E. A. R. Welti, K. A. Roeder, K. M. de Beurs, A. Joern, M. Kaspari, Nutrient dilution and climate cycles underlie declines in a dominant insect herbivore. Proceedings of the National Academy of Sciences 117, 7271-7275 (2020)."
536,"Joern, A. (2016) CGR02 Sweep Sampling of Grasshoppers on Konza Prairie LTER watersheds (1982-present). Environmental Data Initiative. Available at: http://dx.doi.org/10.6073/pasta/7060b2c244229a37e3bfc8c18f14ad02, accessed 2016."
536,"Jonas, J.L. & Joern, A. (2007) Grasshopper (Orthoptera: Acrididae) communities respond to fire, bison grazing and weather in North American tallgrass prairie: a long-term study. Oecologia, 153, 699-711."
536,"E. A. R. Welti, K. A. Roeder, K. M. de Beurs, A. Joern, M. Kaspari, Nutrient dilution and climate cycles underlie declines in a dominant insect herbivore. Proceedings of the National Academy of Sciences 117, 7271-7275 (2020)."
537,"Joern, A. (2016) CGR02 Sweep Sampling of Grasshoppers on Konza Prairie LTER watersheds (1982-present). Environmental Data Initiative. Available at: http://dx.doi.org/10.6073/pasta/7060b2c244229a37e3bfc8c18f14ad02, accessed 2016."
537,"Jonas, J.L. & Joern, A. (2007) Grasshopper (Orthoptera: Acrididae) communities respond to fire, bison grazing and weather in North American tallgrass prairie: a long-term study. Oecologia, 153, 699-711."
537,"E. A. R. Welti, K. A. Roeder, K. M. de Beurs, A. Joern, M. Kaspari, Nutrient dilution and climate cycles underlie declines in a dominant insect herbivore. Proceedings of the National Academy of Sciences 117, 7271-7275 (2020)."
538,"Joern, A. (2016) CGR02 Sweep Sampling of Grasshoppers on Konza Prairie LTER watersheds (1982-present). Environmental Data Initiative. Available at: http://dx.doi.org/10.6073/pasta/7060b2c244229a37e3bfc8c18f14ad02, accessed 2016."
538,"Jonas, J.L. & Joern, A. (2007) Grasshopper (Orthoptera: Acrididae) communities respond to fire, bison grazing and weather in North American tallgrass prairie: a long-term study. Oecologia, 153, 699-711."
538,"E. A. R. Welti, K. A. Roeder, K. M. de Beurs, A. Joern, M. Kaspari, Nutrient dilution and climate cycles underlie declines in a dominant insect herbivore. Proceedings of the National Academy of Sciences 117, 7271-7275 (2020)."
539,"Joern, A. (2016) CGR02 Sweep Sampling of Grasshoppers on Konza Prairie LTER watersheds (1982-present). Environmental Data Initiative. Available at: http://dx.doi.org/10.6073/pasta/7060b2c244229a37e3bfc8c18f14ad02, accessed 2016."
539,"Jonas, J.L. & Joern, A. (2007) Grasshopper (Orthoptera: Acrididae) communities respond to fire, bison grazing and weather in North American tallgrass prairie: a long-term study. Oecologia, 153, 699-711."
539,"E. A. R. Welti, K. A. Roeder, K. M. de Beurs, A. Joern, M. Kaspari, Nutrient dilution and climate cycles underlie declines in a dominant insect herbivore. Proceedings of the National Academy of Sciences 117, 7271-7275 (2020)."
540,"Joern, A. (2016) CGR02 Sweep Sampling of Grasshoppers on Konza Prairie LTER watersheds (1982-present). Environmental Data Initiative. Available at: http://dx.doi.org/10.6073/pasta/7060b2c244229a37e3bfc8c18f14ad02, accessed 2016."
540,"Jonas, J.L. & Joern, A. (2007) Grasshopper (Orthoptera: Acrididae) communities respond to fire, bison grazing and weather in North American tallgrass prairie: a long-term study. Oecologia, 153, 699-711."
540,"E. A. R. Welti, K. A. Roeder, K. M. de Beurs, A. Joern, M. Kaspari, Nutrient dilution and climate cycles underlie declines in a dominant insect herbivore. Proceedings of the National Academy of Sciences 117, 7271-7275 (2020)."
302,"Barreto, T.E. Patterns and processes affecting the dynamics and structure of seasonally semi-deciduous forests in SE of Brazil.University of Campinas, PhD thesis.  Accessed 2016."
303,"Salami, B., Higuchi, P., Silva, A. C., Ferreira, T. S., Marcon, A. K., Buzzi Jr, F. & Bento, M. A. (2014) Influência de variáveis ambientais na dinâmica do componente arbóreo em um fragmento de Floresta Ombrófila Mista em Lages, SC. Scientia Forestalis (IPEF), 42, 197–207."
304,"Privett, S., Cowling, R. & Taylor, H. (2001) Thirty years of change in the fynbos vegetation of the Cape of Good Hope Nature Reserve, South Africa. Bothalia, 31(1), 99–115. doi:10.4102/abc.v31i1.509. "
304,"Taylor, H. (1984) A vegetation survey of the Cape of Good Hope Nature Reserve. I. The use of association-analysis and Braun-Blanquet methods. Bothalia, 15, 245–258."
304,"Thuiller, W., Slingsby, J. A., Privett, S. D. J. & Cowling, R. M. (2007) Stochastic Species Turnover and Stable Coexistence in a Species-Rich, Fire-Prone Plant Community. PLoS ONE, 2(9), e938. doi:10.1371/journal.pone.0000938"
305,"Wiley, R. H. “Population estimates of Appalachian salamanders”. Coweeta LTER. Available at: http://coweeta.uga.edu/eml/1044.xml, accessed 2016."
306,"Brook, B.W., Traill, L.W. & Bradshaw, C.J. (2006) Minimum viable population sizes and global extinction risk are unrelated. Ecology letters, 9, 375-382."
306,"NERC (2010) “The Global Population Dynamics Database Version 2”. Centre for Population Biology, Imperial College. Available at: http://www.sw.ic.ac.uk/cpb/cpb/gpdd.html, accessed 2016."
307,"“The Main Cropping System Experiment (MCSE)”. KBS LTER, Kellogg Biological Station. Available at: http://lter.kbs.msu.edu/research/long-term-experiments/main-cropping-system-experiment/, accessed 2016."
308,"Merritt, J. (1999) Long Term Mammal Data from Powdermill Biological Station 1979-1999. Environmental Data Initiative. Available at: http://dx.doi.org/10.6073/pasta/83c888854e239a79597999895bb61cfe, accessed 2016."
310,"Sal, S., López-Urrutia, Á., Irigoien, X., Harbour, D. S. & Harris, R. P. (2013) Marine microplankton diversity database. Ecology, 94, 1658. http://dx.doi.org/10.1890/13-0236.1."
311,"Kaufman, D.W. Seasonal summary of numbers of small mammals on 14 LTER traplines in prairie habitats at Konza Prairie. Konza Prairie Long-Term Ecological Research. Available at: http://lter.konza.ksu.edu/content/csm01-seasonal-summary-numbers-small-mammals-14-lter-traplines-prairie-habitats-konza, accessed 2016."
312,"Prins, H. H. T. & Douglas-Hamilton, I. (1990) Stability in a Multi-Species Assemblage of Large Herbivores in East Africa. Oecologia, 83, 392–400."
313,"Knops, J. & Tilman, D. Successional Dynamics on a Resampled Chronosequence - Experiment 014. Cedar Creek Ecosystem Science Reserve. Available at http://www.cedarcreek.umn.edu/research/data/dataset?ghe014, accessed 2016."
314,"Knops, J. & Tilman, D. Successional Dynamics on a Resampled Chronosequence - Experiment 014. Cedar Creek Ecosystem Science Reserve. Available at http://www.cedarcreek.umn.edu/research/data/dataset?ghe014, accessed 2016."
315,"Lightfoot, D. (2007) “Jornada Grasshopper Data”. Jornada Basin LTER. Available at: http://jornada.nmsu.edu/lter/dataset/49712/view, accessed 2016."
316,"Lightfoot, D. (2013) “Lizard pitfall trap data (LTER-II, LTER-III)”. Jornada Basin LTER. Available at: http://jornada.nmsu.edu/lter/dataset/49821/view, accessed 2016."
317,"Twilley, R., Rivera-Monroy, V. H. & Castaneda, E. (2005) “Mangrove Forest Growth from the Shark River Slough, Everglades National Park (FCE), South Florida from January 1995 to Present”. Florida Coastal Everglades LTER. http://dx.doi.org/10.6073/pasta/bec6c029df692768f349106c69162df7. Available at: http://fcelter.fiu.edu/data/core/metadata/?datasetid=LT_PP_Rivera_002, accessed 2016."
319,"Wilgers, D. J., Horne, E. A., Sandercock, B. K. & Volkmann, A. W. (2006) Effects of rangeland management on community dynamics of the herpetofauna of the tallgrass prairie. Herpetologica, 62, 378–388."
321,"Lightfoot, D. & Schooley, R. L. “SMES rodent trapping data, Small Mammal Exclosure Study”. Jornada LTER. Available at: http://jornada.nmsu.edu/sites/jornada.nmsu.edu/files/data_files/JornadaStudy_086_smes_rodent_trapping_data_0.csv, accessed 2016."
322,"Farah, F. T., Rodrigues, R. R., Santos, F. A. M., Tamashiro, J. Y., Shepherd, G. J., Siqueira, T., Batista, J. L. F. & Manly, B. J. F. (2014) Forest destructuring as revealed by the temporal dynamics of fundamental species – Case study of Santa Genebra Forest in Brazil. Ecological Indicators, 37, 40–44. http://dx.doi.org/10.1016/j.ecolind.2013.09.011."
323,"Reagan, D.P. (1991) The response of Anolis lizards to hurricane-induced habitat changes in a Puerto Rican rain forest. Biotropica, 23, 468-474."
324,"Venturoli, F., Felfili, J. M. & Fagg, C. W. (2011) Temporal evaluation of natural regeneration in a semideciduous secondary forest in Pirenopolis, Goias, Brazil. Revista Arvore, 35(3), 473–483. https://dx.doi.org/10.1590/S0100-67622011000300010"
325,"Venturoli, F., Felfili, J. M. & Fagg, C. W. (2011) Temporal evaluation of natural regeneration in a semideciduous secondary forest in Pirenopolis, Goias, Brazil. Revista Arvore, 35(3), 473–483. https://dx.doi.org/10.1590/S0100-67622011000300010"
326,"Venturoli, F., Felfili, J. M. & Fagg, C. W. (2011) Temporal evaluation of natural regeneration in a semideciduous secondary forest in Pirenopolis, Goias, Brazil. Revista Arvore, 35(3), 473–483. https://dx.doi.org/10.1590/S0100-67622011000300010"
327,"Kelt, D. A., Meserve, P. L., Gutiérrez, J. R., Milstead, W. B. & Previtali, M. A. (2013) Long-term monitoring of mammals in the face of biotic and abiotic influences at a semiarid site in north-central Chile. Ecology, 94, 977. doi:10.1890/12-1811.1."
328,"Scott, D., Metts, B. & Lance, S. “The Rainbow Bay Long-term Study”. Available at: http://srelherp.uga.edu/projects/rbay.htm, accessed 2016."
329,"Pélissier, R., Pascal, J.-P., Ayyappan, N., Ramesh, B. R., Aravajy, S. & Ramalingam, S. R. (2011) Tree demography in an undisturbed Dipterocarp permanent sample plot at Uppangala, Western Ghats of India. Ecology, 92, 1376."
330,"Davies, C. H., Armstrong, A. J., Baird, M., Coman, F., Edgar, S., Gaughan, D., Greenwood, J., Gusmão, F., Henschke, N., Koslow, J. A., Leterme, S. C., McKinnon, A. D., Miller, M., Pausina, S., Palomino, J. U., Roennfeldt, R.-L., Rothlisberg, P., Slotwinski, A., Strzelecki, J., Suthers, I. M., Swadling, K. M., Talbot, S., Tonks, M., Tranter, D. H., Young, J. W. & Richardson, A. J. (2014) Over 75 years of zooplankton data from Australia. Ecology, 95, 3229. http://dx.doi.org/10.1890/14-0697.1."
332,"Grossman, G. D. (2007) “Stream fish assemblage stability in a southern Appalachian stream at the Coweeta Hydrologic Laboratory from 1984 to 1995”. Coweeta Long Term Ecological Research Program. Available at: http://dx.doi.org/10.6073/pasta/f0baf5f59c89f670e04f537f5cc05290, accessed 2016."
333,"Sandercock, B. K. “Variable distance line-transect sampling of bird population numbers in different habitats on Konza Prairie (1981 - 2009)”. Konza Prairie Long Term Ecological Research Program. Available at: http://www.konza.ksu.edu/knz/pages/data/KnzEntity.aspx?id=CBP011, accessed 2016."
334,"Mack, M. C., Schuur, E. A. G., Bret-Harte, M. S., Shaver, G. R. & Chapin, F. S. (2004) Ecosystem carbon storage in arctic tundra reduced by long-term nutrient fertilization. Nature, 431, 440–443. "
334,"Shaver, G. (2015) “Above ground plant biomass a moist acidic tussock tundra experimental site, 1984, Artic LTER, Toolik Lake, Alaska”. Available at: http://dx.doi.org/10.6073/pasta/08a91cb2697f7cdc82d654e82b53c5c5, accessed 2016."
334,"Shaver, G. R. & Chapin, F. S. (1991) Production: biomass relationships and element cycling in contrasting arctic vegetation types. Ecological Monographs, 61(1), 1–31."
335,"Grossman, G. D., Moyle, P. B. & Whitaker Jr, J. O. (1982) Stochasticity in structural and functional characteristics of an Indiana stream fish assemblage: a test of community theory. The American Naturalist, 1, 423–454."
336,"Ernest, S., Valone, T.J. & Brown, J.H. (2009) Long?term monitoring and experimental manipulation of a Chihuahuan Desert ecosystem near Portal, Arizona, USA. Ecology, 90, 1708-1708."
337,"Vermont Center for Ecostudies, Lambert, J. D. & Hart, J. (2015) “Mountain Birdwatch 1.0”. KNB Data Repository, 10.5063/F1DN430G, accessed 2016."
338,"Grossman, G. D. (1982) Dynamics and Organization of a Rocky Intertidal Fish Assemblage: The Persistence and Resilience of Taxocene Structure. The American Naturalist, 119, 611–637. http://www.jstor.org/stable/2461182. "
339,"Svensson, S., Thorner, A. M. & Nyholm, N. E. I. (2010) Species trends, turnover and composition of a woodland bird community in southern Sweden during a period of 57 years. Ornis Svecica 20, 31–44."
340,"Lightfoot, D. (2011) “Small Mammal Exclosure Study (SMES) Vegetation Data from the Chihuahuan Desert Grassland and Shrubland at the Sevilleta National Wildlife Refuge, New Mexico (2006-2009)”. Long Term Ecological Research Network. Available at: http://dx.doi.org/10.6073/pasta/d80d5e2196cd11ef79df23ebe5a77c19, accessed 2016."
341,"Silva, F. R. “Brazil Dataset 1”, Universidade Federal de São Carlos. Accessed 2016."
342,"Durigan, G. “Brazil Dataset 2”, Instituto Florestal, Floresta Estadual de Assis. Accessed 2016."
343,"Durigan, G. “Brazil Dataset 3”, Instituto Florestal, Floresta Estadual de Assis. Accessed 2016."
344,"Durigan, G. “Brazil Dataset 4”, Instituto Florestal, Floresta Estadual de Assis. Accessed 2016."
345,"Durigan, G. “Brazil Dataset 5”, Instituto Florestal, Floresta Estadual de Assis. Accessed 2016."
346,"Sanquetta, C. R. (2008) “Monitoring experiences at the Atlantic rainforest biome using permanent plots. (Experiencias de monitoramento no bioma mata atlantica com uso de parcelas permanentes)”, Universidade Federal Do Parana. Accessed 2016."
347,"Sterza, J. M. & Fernandes, L. L. (2006) Zooplankton community of the Vitoria Bay estuarine system (Southeastern Brazil): Characterization during a three-year study. Brazilian Journal of Oceanography, 54(2-3), 95–105. https://dx.doi.org/10.1590/S1679-87592006000200001."
348,"Carvalho, F., Zocche, J.J. & Mendonça, R.Á. (2009) Morcegos (Mammalia, Chiroptera) em restinga no município de Jaguaruna, sul de Santa Catarina, Brasil. Biotemas, 22, 193-201."
349,"Laguionie-Marchais, C., Billett, D. S. M., Paterson, G. L. D., Ruhl, H. A., Soto, E. H., Smith, J. L. & Thatje, S. (2013) Inter-annual dynamics of abyssal polychaete communities in the North East Pacific and North East Atlantic-A family-level study. Deep-Sea Research Part I: Oceanographic Research Papers, 75, 175–186."
349,"Laguionie-Marchais, C., Paterson, G. L. J., Bett, B. J., Smith, K. L. & Ruhl, H. A. (2016) Inter-annual species-level variations in an abyssal polychaete assemblage (Sta. M, NE Pacific, 4000 m). Progress in Oceanography, 140, 43–53."
350,"Billett, D., Bett, B., Reid, W., Boorman, B. & Priede, I. (2010) Long-term change in the abyssal NE Atlantic: The ‘Amperima Event’revisited. Deep Sea Research Part II: Topical Studies in Oceanography, 57, 1406-1417."
350,"Billett, D., Bett, B., Rice, A., Thurston, M., Galéron, J., Sibuet, M. & Wolff, G. (2001) Long-term change in the megabenthos of the Porcupine Abyssal Plain (NE Atlantic). Progress in Oceanography, 50, 325-348."
351,"Kuhnz, L. A., Ruhl, H. A., Huffard, C. L. & Smith, K. L. (2014) Rapid changes and long-term cycles in the benthic megafaunal community observed over 24 years in the abyssal northeast Pacific. Progress in Oceanography, 124, 1–11."
351,"Ruhl, H. A. & Smith, K. L. (2004) Shifts in Deep-Sea Community Structure Linked to Climate and Food Supply. Science, 305, 513–515."
352,"Myster, R.W. “Flooded forest plot sampling in Peru”. Luquillo LTER. Available at: http://luq.lternet.edu/data/luqmetadata169, accessed 2016."
353,"Norden, N., García, H. & Salgado, B. “La Planada Forest Dynamics Plot”. The Center for Tropical Forest Science. Smithsonian Tropical Research Institute. Available at: http://www.ctfs.si.edu/site/La+Planada, accessed 2016."
354,"Davies, C. H., Coughlan, A., Hallegraeff, G., Ajani, P., Armbrecht, L., Atkins, N., Bonham, P., Brett, S., Brinkman, R., Burford, M., Clementson, L., Coad, P., Coman, F., Davies, D., Dela-Cruz, J., Devlin, M., Edgar, S., Eriksen, R., Furnas, M., Hassler, C., Hill, D., Holmes, M., Ingleton, T., Jameson, I., Leterme, S. C., Lønborg, C., McLaughlin, J., McEnnulty, F., McKinnon, A. D., Miller, M., Murray, S., Nayar, S., Patten, R., Pritchard, T., Proctor, R., Purcell-Meyerink, D., Raes, E., Rissik, D., Ruszczyk, J., Slotwinski, A., Swadling, K. M., Tattersall, K., Thompson, P., Thomson, P., Tonks, M., Trull, T.W., Uribe-Palomino, J., Waite, A. M., Yauwenas, R., Zammit, A. & Richardson, A. J. (2016) A database of marine phytoplankton abundance, biomass and species composition in Australian waters. Scientific Data, 3, 160043. http://10.1038/sdata.2016.43."
355,"Hartnett, D.C. & Collins, S.L. (2016) PVC02 Plant Species Composition on Selected Watersheds at Konza Prairie. Environmental Data Initiative. Available at: http://dx.doi.org/10.6073/pasta/7b6df00de4d0fcecfd344c02de9f9c62, accessed 2017."
356,"Bradford, M.G., Murphy, H.T., Ford, A.J., Hogan, D.L. & Metcalfe, D.J. (2014) Long?term stem inventory data from tropical rain forest plots in Australia. Ecology, 95, 2362-2362."
357,"Stapp, P. (2013) SGS-LTER Long-Term Monitoring Project: Small Mammals on Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1994 -2006, ARS Study Number 118. Environmental Data Initiative. Available at: http://dx.doi.org/10.6073/pasta/2e311b4e40fea38e573890f473807ba9, accessed 2017."
358,"Dickson, J.G., Conner, R.N. & Williamson, J.H. (1993) Neotropical migratory bird communities in a developing pine plantation. Procedings on the Annual Conference. SEAFWA, 47, 439-446."
359,"Reed, D. C. (2014) “SBC LTER: Reef: Kelp Forest Community Dynamics: Fish abundance”. Santa Barbara Coastal LTER. Available at: doi:10.6073/pasta/e37ed29111b2fddffc08355252b8b8c7, accessed 2016."
360,"Tomiałojć, L. & Wesołowski, T. (1994) Die Stabilität der Vogelgemeinschaft in einem Urwald der gemässigten Zone: Ergebnisse einer 15jährigen Studie aus dem Nationalpark von Białowieża (Polen). Beob, 91, 73-110."
360,"Tomiałojć, L. & Wesołowski, T. (1996) Structure of a primaeval forest bird community during 1970s and 1990s (Białowieża National Park, Poland). Acta Ornithologica, 31, 133-154."
360,"Tomiałojć, L., Wesołowski, T. & Walankiewicz, W. (1984) Breeding bird community of a primaeval temperate forest (Białowieża National Park, Poland). Acta ornithologica,"
360,"Wesołowski, T., Mitrus, C., Czeszczewik, D. & Rowiński, P. (2010) Breeding bird dynamics in a primeval temperate forest over thirty-five years: variation and stability in the changing world. Acta Ornithologica, 45, 209-232."
360,"Wesołowski, T., Tomiałojć, L., Mitrus, C., Rowinski, P. & Czeszczewik, D. (2002) The breeding bird community of a primaeval temperate forest (Bialowieza National Park, Poland) at the end of the 20th century. Acta ornithologica, 37, 27-45."
360,"Wesołowski, T., Rowiński, P., Mitrus, C. & Czeszczewik, D. (2006) Breeding bird community of a primeval temperate forest (Białowieża National Park, Poland) at the beginning of the 21st century. Acta Ornithologica, 41, 55-70."
360,"Wesołowski, T., Czeszczewik, D., Hebda, G., Maziarz, M., Mitrus, C. & Rowiński, P. (2015) 40 years of breeding bird community dynamics in a primeval temperate forest (Białowieża National Park, Poland). Acta Ornithologica, 50, 95-120."
361,"Hall, G. A. (1984) A Long-Term Bird Population Study in an Appalachian Spruce Forest. The Wilson Bulletin, 96, 228–240."
362,"Goheen, J.R., Palmer, T.M., Charles, G.K., Helgen, K.M., Kinyua, S.N., Maclean, J.E., Turner, B.L., Young, H.S. & Pringle, R.M. (2013) Piecewise disassembly of a large-herbivore community across a rainfall gradient: the UHURU experiment. PLoS One, 8, e55192."
362,"Kartzinel, T.R., Goheen, J.R., Charles, G.K., DeFranco, E., Maclean, J.E., Otieno, T.O., Palmer, T.M. & Pringle, R.M. (2014) Plant and small?mammal responses to large?herbivore exclusion in an African savanna: five years of the UHURU experiment. Ecology, 95, 787-787."
363,"Enemar, A., Sjöstrand, B. E., Andersson, G. Ö. & von Proschwitz, T. (2004) The 37-year dynamics of a subalpine passerine bird community, with special emphasis on the influence of environmental temperature and Epirrita autumnata cycles. Ornis Svecica, 14, 63–106."
364,"Ruhl, H. A. & Rybicki, N. B. (2010) Long-term reductions in anthropogenic nutrients link to improvements in Chesapeake Bay habitat. Proceedings of the National Academy of Sciences, 107 (38), 16566–16570. doi:10.1073/pnas.1003590107."
365,"Willis, T. “Hahei marine dataset (1997-2002), New Zealand fish”. Institute of Marine Sciences, University of Portsmouth. Accessed 2016."
366,"Lightfoot, D. “Small Mammal Exclosure Study (SMES)”. Sevilleta Long Term Ecological Research Program. Available at: http://sev.lternet.edu/content/small-mammal-exclosure-study-smes-0, accessed 2016."
367,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2015) “Monitoring site 1000 Coastal zone research - Tidal flat survey” (HIG01.zip, downloaded from http://www.biodic.go.jp/moni1000/findings/data/index_file_tidalflats.html). Accessed 2016."
368,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2015) “Monitoring site 1000 Land waters research - Lakes: benthic animal research” (LKbenthosDatapackage2014ver1.zip, downloaded from http://www.biodic.go.jp/moni1000/findings/data/index.html). Accessed 2016."
369,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2015) “Monitoring site 1000 Alpine research - Surface wandering beetles” (KOZ07zip, downloaded from http://www.biodic.go.jp/moni1000/findings/data/index.html). Accessed 2016."
370,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2015) “Monitoring site 1000 Coastal zone research - Algae survey” (MOB01.zip, downloaded from http://www.biodic.go.jp/moni1000/findings/data/index_file_algalbeds.html). Accessed 2016."
371,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2015) “Monitoring site 1000 Coastal zone research - Algae survey” (MOB02.zip, downloaded from http://www.biodic.go.jp/moni1000/findings/data/index_file_algalbeds.html). Accessed 2016."
372,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2014) “Monitoring site 1000 Village survey - Bird survey data (2005-2012)” (SAT02.zip, downloaded from http://www.biodic.go.jp/moni1000/findings/data/index.html). Accessed 2016."
373,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2014) “Monitoring site 1000 Village survey - Medium and large mammal survey data (2006-2012)” (SAT03zip, downloaded from http://www.biodic.go.jp/moni1000/findings/data/index.html). Accessed 2016."
374,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2013) “Monitoring site 1000 Shorebird Survey” (ShorebirdsDatapackage2012.zip, downloaded from http://www.biodic.go.jp/moni1000/ findings/data/index.html). Accessed 2016."
375,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2014) “Monitoring site 1000 Forest and grassland research - Surface wandering beetles survey data” (GBDataPackage2014ver1.zip, downloaded from http://www.biodic.go.jp/moni1000/findings/data/index.html). Accessed 2016."
376,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2014) “Monitoring site 1000 Forest and grassland research - Bird survey data” (BirdData2009-B_ver20120328.zip, downloaded from http://www.biodic.go.jp/moni1000/findings/data/index.html). Accessed 2016."
377,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2014) “Monitoring site 1000 Forest and grassland research - Surface wandering beetles survey data” (GBDataPackage2014ver1.zip, downloaded from http://www.biodic.go.jp/moni1000/findings/data/index.html). Accessed 2016."
378,"Benedetti-Cecchi, L. “Calafuria Mid-shore Intertidal Dataset (1991-2014)”. Department of Biology, University of Pisa.  Accessed 2016."
379,"Benedetti-Cecchi, L. “Calafuria Low-shore Intertidal Dataset (1991-2014)”. Department of Biology, University of Pisa.  Accessed 2016."
380,"NERC (2010) “The Global Population Dynamics Database Version 2”. Centre for Population Biology, Imperial College. Available at: http://www.sw.ic.ac.uk/cpb/cpb/gpdd.html, accessed 2016."
380,"Pollard, E. (1991) Monitoring butterfly numbers. In: F. B.Goldsmith (ed) Monitoring for Conservation and Ecology. Chapman and Hall."
381,"How, R.A. (1998) Long-term sampling of a herpetofaunal assemblage on an isolated urban bushland remnant, Bold Park, Perth. Journal of the Royal Society of Western Australia, 81, 143-148."
382,"Krefting, L. W. & Ahlgren, C. E. (1974) Small Mammals and Vegetation Changes After Fire in a Mixed Conifer-Hardwood Forest. Ecology, 65, 1391–1398."
382,"NERC (2010) “The Global Population Dynamics Database Version 2”. Centre for Population Biology, Imperial College. Available at: http://www.sw.ic.ac.uk/cpb/cpb/gpdd.html, accessed 2016."
383,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
384,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
385,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
386,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
387,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
388,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
389,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
390,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
391,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
392,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
393,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
394,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
395,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
396,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
397,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
398,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
399,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
400,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
401,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016."
402,"Suarez, Y. R. “Brazil Dataset 6”, Mato Gosso do Sul State University. Accessed 2016."
403,"Rossa-Feres, D. C. (1997) Community ecology of anura amphibia at Northwest region of Sao Paulo state, Brazil: microhabitat, seasonality, diet and multidimensional niche. State University of São Paulo, PhD thesis. Accessed 2016."
404,"Fidelis, A. & Damasceno, G. “Brazil Dataset 7”, Lab of Vegetation Ecology, Universidade Estadual Paulista. Accessed 2016."
