STUDY_ID,REALM,CLIMATE,GENERAL_TREAT,TREATMENT,TREAT_COMMENTS,TREAT_DATE,HABITAT,PROTECTED_AREA,BIOME_MAP,TAXA,ORGANISMS,TITLE,AB_BIO,HAS_PLOT,DATA_POINTS,START_YEAR,END_YEAR,CENT_LAT,CENT_LONG,NUMBER_OF_SPECIES,NUMBER_OF_SAMPLES,NUMBER_LAT_LONG,TOTAL,GRAIN_SIZE_TEXT,GRAIN_SQ_KM,AREA_SQ_KM,CONTACT_1,CONTACT_2,CONT_1_MAIL,CONT_2_MAIL,LICENSE,WEB_LINK,DATA_SOURCE,METHODS,SUMMARY_METHODS,LINK_ID,COMMENTS,DATE_STUDY_ADDED,ABUNDANCE_TYPE,BIOMASS_TYPE,SAMPLE_DESC_NAME
477,Marine,Temperate,,,,,Estuary,FALSE,Temperate shelf and seas ecoregions,Marine invertebrates,Epifaunal invertebrates,Epifaunal invertebrate survey from Goodwin Islands York River Estuary Chesapeake Bay,AB,Y,15,1998,2012,37.222,-76.392,41,840,1,5914,,0.04,1,Jon S. Lefcheck,J. Emmett Duffy,jslefche@vims.edu,duffyE@si.edu,CC-by,http://gradworks.umi.com/36/62/3662989.html,PhD Thesis,"Epifaunal invertebrate survey from Goodwin Islands York River Estuary Chesapeake Bay USA. Samples were collected using a grab sampler. Species with fewer than 100 observations in total over the course of the survey were excluded species that were not adequately sampled by the gear type (i.e. infauna mesopredators) were likewise excluded. Biomass (in grams ash-free dry mass) was estimated from size structured abundances using the R script here (with literature reference): https://gist.github.com/jslefche/c480eeb2ad67ca7c9a46 Unit of abundance = IndCountInt, Unit of biomass = Weight",Grab sampler,,,Nov-16,Count,Weight,lat_long_date_site_depth
478,Freshwater,Temperate,,,,,Central European streams,FALSE,Small river ecosystems,Freshwater invertebrates,insects,Long term study of the stream ecosystems in the Breitenbach,A,Y,37,1969,2005,50.669722,9.628889,90,37,1,1537,,0,1,Diana Bowler,,diana.bowler@senckenberg.de,,CC-by,None,Contributed by author (supplemental to a book),"The material listed below was collected from the emergence trap at site T2 (elevation 253 m a.s.l., location 50�39?71?N / 09�37?44?E approx. 1420m from the mouth, approx. 630m below the spring feeding the Breitenbach) from 1969 to 2005 and identified by the staff of the former Limnologische Fluss-Station Schlitz of the Max-Planck-Gesellschaft. Unit of abundance = IndCountInt, Unit of biomass = NA",Nets,,,Nov-16,Count,NA,lat_long_year_plotID
479,Terrestrial,Polar,,,,,Low and alpine,FALSE,Tundra,Terrestrial plants,plants,"ITEX Dataset 1 - Abisko (Wet, Dry, Peatland), Kanger (Bashful, Dopey, Sneezy) and Kilpisjarvi",B,Y,9,1999,2008,68.120719,-3.822305,75,369,7,2553,0,0,1,Anders Michelson,Eric Post,andersm@bio.ku.dk,esp10@psu.edu,ODbL,none,ITEX database,"Vegetation biomass is estimated using a 0.25m2 point frame with 20 pin hits per frame.  All encounters with the lowered pin are recorded until substrate is hit.
Point frame using ITEX protocol. 
[VASC 2004]: Point frame 2 (50x50cm, 270 holes, 30 holes/row, 9 rows, needle diameter<0.5mm). Frame 2 calibrated with frame 1 so unitsin databasearethe same.2. The Abundance units:Point frame hits, [VASC]all hits, except Empetrum/Andromeda: one hit per branch; [Crypt]firsthit",point frame all plot,0,"grouped sites by grain size and method.  Created plot from a concatenation of site, subsite, control (CTL/OTC) if any differences and actual plot name. All sites have abundance as field so used that regardless of methods and set biomass = 0 for NULL.  Title is created from site names.",Feb-17,NA,Cover,lat_long_plot_elevation_year
480,Terrestrial,Temperate,,,,,Alpine,FALSE,Boreal forests/Taiga,Terrestrial plants,plants,ITEX Dataset 2 - Wolfcreek,B,Y,3,1998,2008,61.56,-135.13,33,50,1,543,0,0,1,Jill Johnstone,,jill.johnstone@usask.ca,,ODC-by,none,ITEX database,Point frame hits using ITEX protocol,point frame all plot,0,"grouped sites by grain size and method.  Created plot from a concatenation of site, subsite, control (CTL/OTC) if any differences and actual plot name. All sites have abundance as field so used that regardless of methods and set biomass = 0 for NULL.  Title is created from site names.",Feb-17,NA,Cover,lat_long_plot_elevation_year
481,Terrestrial,Polar,,,,,High,FALSE,Tundra,Terrestrial plants,plants,ITEX Dataset 3 - Bylot (Mesprairie and Mespolygon),B,Y,3,2001,2008,73.154112,-79.944419,23,57,2,452,0,0,1,Esther Levesque,,Esther.Levesque@uqtr.ca,,ODC-by,none,ITEX database,"Vegetation cover was sampled by pointing with 70cm x 70cm quadrats, 3.Plot size: (m2)70cm x 70cm1. Pointing  2.The Abundance units: 100 hits/plot in 2001-2002 and 81 hits/plot in20083.Plot size: (m2) 2 adjacent 70cm x 70cm plots so T1 + T2 = 0,98m2, T1 alone = 0,49m24.Approx subsite area (m2) : 2 habitats (Mesic polygon +Mesic prairie)approx 1km x 1km with 4 blocks each with 3 replicat T1+T2/block.5.List missing taxa and year missing (e.g. no cryptogams sampled in 2004; no litter sampling in 2008): following groups appear to have been completely omitted in 2008",point frame all xy,0,"grouped sites by grain size and method.  Created plot from a concatenation of site, subsite, control (CTL/OTC) if any differences and actual plot name. All sites have abundance as field so used that regardless of methods and set biomass = 0 for NULL.  Title is created from site names.",Feb-17,NA,Cover,lat_long_plot_elevation_year
482,Terrestrial,Polar,,,,,Low,FALSE,Tundra,Terrestrial plants,plants,ITEX Dataset 4 - Qhi (He and Ko),B,Y,3,1999,2009,69.57567,-138.865605,48,36,2,640,0.000001,0,0.000001,Isla Myers-Smith,,isla.myers-smith@ed.ac.uk,,ODC-by,none,ITEX database,"Vegetation: Point frame abundance measurements. Canopy height was measured for each grid coordinate for 1999 and 2004 and at the 4 corners and centre of the plots in 2009.Abundance units: point frame hits.Plot size: 1 m2Subsite area: Each subsite was a transect of 6 plots spaced 10m apart, a 60m long transect, the two subsites (HE and KO) are 250m apart. Missing taxa/years: Some species were idenfied in some years and not others. All these taxa were combinedinto categories so that the taxa are consistently reported in all years.In 1999 for plot HE2, one row of 10 points of data are missing.Warming treatment: None
",point frame all xy,0,"grouped sites by grain size and method.  Created plot from a concatenation of site, subsite, control (CTL/OTC) if any differences and actual plot name. All sites have abundance as field so used that regardless of methods and set biomass = 0 for NULL.  Title is created from site names.",Feb-17,NA,Cover,lat_long_plot_elevation_year
483,Terrestrial,Temperate,,,,,Alpine,FALSE,Temperate broadleaf and mixed forests,Terrestrial plants,plants,ITEX Dataset 5 - Teberda (Malaya Alpine-Snowbed and Geranium Hedysarum Meadow),B,Y,24,1986,2009,43.27,41.41,54,830,1,6445,0,0.0005,1,Vladimir G. Onipchenko,Asem A. Akhmetzhanova,vonipchenko@mail.ru,assemok@mail.ru,ODbL,none,ITEX database,"Vegetation
1. We counted number of generative shoots on permanent plots every year in the beginning of August.
2. Number of generative shoots per plot
3. Plot size: 1 m2
4. Approx subsite area: alpine lichen heath (all shoots) - 25 m2
5. List missing taxa and year missing. Soil temperature, PAR and solar radiation are missing
6. Description of warming treatment if applicable - no treatment",number shoots,0,"grouped sites by grain size and method.  Created plot from a concatenation of site, subsite, control (CTL/OTC) if any differences and actual plot name. All sites have abundance as field so used that regardless of methods and set biomass = 0 for NULL.  Title is created from site names.",Feb-17,NA,Cover,lat_long_plot_elevation_year
484,Terrestrial,Polar,,,,,High and low,FALSE,Tundra,Terrestrial plants,plants,"ITEX Dataset 6 - Atqasuk (AW, AD) and Barrow (BW, BD)",B,Y,6,1995,2008,70.879356,-157.005139,88,576,4,9136,0,0,1,Robert D. Hollister,,hollistr@gvsu.edu,,CC-by,none,ITEX database,"The data were gathered by placing a Point Frame over each plot and recording the top and bottom species at each location. The height of the top species was recorded relative to the ground at that location. The grids were spaced 7 cm apart and started at 3.5 cm from the edge of the square 70 cm frame. The top species was recorded at each location and the species at the ground surface was recorded if it was different from the top species. Occasionally it was difficult to distinguish which species was on the ground because there were several intertwined individuals, therefore preference was given to vascular plants, then lichens, and then mosses. Due to the limitations of field identification many species were lumped into larger taxa.
Caveats
The taxa provide are relatively robust, however even with the species lumping presented there may have been some difficulty with bryophytes and lichens. Prior to 2007 the sampling only involved the top and bottom hits. In 2007 and 2008 all hits were recorded. The height of each hit was estimated for the first sampling (1995-1997). GRASSX, POACEAE, UNIGRAM in BD site were changed to POAARC. GRASSX, POACEAE, UNIGRAM in BW site were changed to HIEPAU. BAREGROX were changed to BAREGRO. All XXXXXX identifiers were deleted.",point frame tb xy,0,"grouped sites by grain size and method.  Created plot from a concatenation of site, subsite, control (CTL/OTC) if any differences and actual plot name. All sites have abundance as field so used that regardless of methods and set biomass = 0 for NULL.  Title is created from site names.",Feb-17,NA,Cover,lat_long_plot_elevation_year
485,Terrestrial,Temperate,,,,,Low,FALSE,Boreal forests/Taiga,Terrestrial plants,plants,"ITEX Dataset 7 - Akureyri (GA66, MD72, SB63, SY59), Blonduos (SD33, SD34), Dalsmynni (AG4, KD24, KD25), Hjardarland (LH92, SH90), Holtavorduheidi (AH37, AH38, VH49), Modruvellir (LH69, MV51, MV52), Oxnadalsheidi (SA16, SA17, SA19) and Thykkvibaer (HH100, RT81, VE82)",B,Y,3,1997,2005,64.853559,-19.675504,128,460,23,6325,0,0,1,Borg��r Magn�sson,,borgthor@ni.is,,CC-by,none,ITEX database,"Vegetation
1. Braun-Blanquet scale.
2. Cover % (cover class midpoints)
3. Plot size: (50 x 50 cm = 0.25 m2)
4. Approx subsite area (30 m x 50 cm = 15 m2)
5. Cryptogams were not identifiied in the study, only total Moss and lichen cover.
6. Control (no warming treatment)
Climate:
1. Standard equipment and methodology from the Icelandic Met Office, data is from their long term stations. For the Dalsmynni station we provide data for the period 1997-2005, ATM, ATMX, AT and Precip.
2:
3: Start of growing season was not determined.
4: Precip data missing from Nov. 2003.
5. LAT, LONG and ELEV for climate station if different from subsite location, using same format as below
LAT = 65.658
LONG = -20,2925
ELEV = 8 m a.s.l.
Permanent plots for long-temer monitoring of vegetation were set up in pastures in the lowlands and highlands of Iceland in 1997-1998. The plots were resampled in 2005. Analysis of the data showed that a considerable improvement in pasture condition had in general occurred. Grazing pressure had declined, sward height increased, extent of bare ground declined, cover of vascular plants increased and cover of crytogams declined. Overall vegetation change was from a heathland towards a grassland. The vegetation change was related to declining livestock numbers and grazing pressure, but not the less to a warming climatic trend during the period.
",BraunBlanquet,0,"grouped sites by grain size and method.  Created plot from a concatenation of site, subsite, control (CTL/OTC) if any differences and actual plot name. All sites have abundance as field so used that regardless of methods and set biomass = 0 for NULL.  Title is created from site names.",Feb-17,NA,Cover,lat_long_plot_elevation_year
486,Terrestrial,Temperate,,,,,Alpine,FALSE,Temperate coniferous forest,Terrestrial plants,plants,ITEX Dataset 8 - Valbercla (Alpine),B,Y,3,1994,2009,46.4758,9.5842,47,45,1,761,0,0,1,Christian Rixen,,rixen@slf.ch,,CC-by,none,ITEX database,"Vegetation
1. Estimation of cover/abundance follows the method of Braun-Blanquet (Kent & Coker 1992).
2. Scale for estimate: r = 1-3 individuals; + = <1% few individuals; 1 = 1-5% / many individuals; 2 = 6-25% / large number of individuals; 3 = 26-50%; 4 = 51-75%. Data were transformed into mean values of classes.
3. Plot size: 0.8 m2
4. Approx subsite area: c. 20 m x 15 m = 300 m2
5. Missing taxa and year: No acro- and pleurocarpous bryophytes (XXXacrocarpousmoss, XXXpleurocarpousmoss) and lichen CETISL in 1994 and 1996. [At the moment, data does not contain 2009 bryophyte data]
6. Description of warming treatment if applicable: hexagonal OTCs during 1994-1996 and 2009-2010. No OTCs 1997-2008.",BraunBlanquet,0,"grouped sites by grain size and method.  Created plot from a concatenation of site, subsite, control (CTL/OTC) if any differences and actual plot name. All sites have abundance as field so used that regardless of methods and set biomass = 0 for NULL.  Title is created from site names.",Feb-17,NA,Cover,lat_long_plot_elevation_year
